"ntree","mtry","nodesize","RMSE","MAE","rmse_van","mae_van","rmse_nyc","mae_nyc"
130,15,31,4.32444651761614,3.483437534092,1.00811514742701,1.00811514742701,5.54480328815205,5.50885586122559
140,15,31,4.4132799767702,3.57008850825885,0.335180972845222,0.335180972845222,5.74345569533468,5.64296777039664
150,15,31,4.45713395209946,3.60305248564337,0.907272469036755,0.907272469036755,5.21589767345021,5.21016966826271
160,15,31,4.44169680698791,3.54526634337902,1.18770069383703,1.18770069383703,5.09548170748384,5.06097028849377
170,15,31,4.38429119035428,3.49646326367635,1.01711213765428,1.01711213765428,5.81651971214022,5.79898197391775
180,15,31,4.41379498526252,3.56835475267289,0.313440546636841,0.313440546636841,5.56611780863307,5.52302891196061
190,15,31,4.36547972884755,3.49627878163325,0.212842797564349,0.212842797564349,5.65624719819783,5.63102054135295
200,15,31,4.26338234364452,3.42475286903353,1.2860490524631,1.2860490524631,5.45646751305266,5.44102756110851
210,15,31,4.37690321850668,3.50053369716591,1.24348682555951,1.24348682555951,5.50019821366586,5.43761199664642
220,15,31,4.38236098779604,3.4978859267155,1.37839672525432,1.37839672525432,5.73944284706151,5.67858790585538
230,15,31,4.35615317753899,3.50846517642993,0.892907939479358,0.892907939479358,5.38757685754438,5.38294951902068
240,15,31,4.3795201334951,3.53799266116295,1.29380625309733,1.29380625309733,5.56028502580698,5.51572052495104
250,15,31,4.40511529997753,3.51702081053591,0.480989830660604,0.480989830660604,5.53672987630663,5.53181652658314
260,15,31,4.39668301195746,3.54294542500446,0.554366226323069,0.554366226323069,5.62171564296244,5.55482618855068
270,15,31,4.3678205490371,3.48645893030571,0.692293190708867,0.692293190708867,5.38027701081126,5.36018373023727
280,15,31,4.33055390909437,3.45198813687411,1.29100017160248,1.29100017160248,5.67944883134247,5.59782141539423
290,15,31,4.36319828470258,3.49717535682876,0.842827250839079,0.842827250839079,5.5601068382869,5.5238909182987
300,15,31,4.37461653323479,3.52110878878131,1.39032753207078,1.39032753207078,5.49494263492454,5.46502390582044
10,25,31,4.27704352661648,3.42735863828923,1.59011460761459,1.59011460761459,5.97122463530743,5.39044793045248
20,25,31,4.3123620585784,3.34607361998889,0.913405297166648,0.913405297166648,6.83914070975733,6.75774949022039
30,25,31,4.51130161737474,3.5561585140384,1.95634725953181,1.95634725953181,5.25445414356031,5.24802420353607
40,25,31,4.25009660348131,3.38144224623024,0.561308770863903,0.561308770863903,5.57018262694747,5.51410845989585
50,25,31,4.55469907679856,3.67518610723224,0.500927257901509,0.500927257901509,5.92829771023793,5.88552542348219
60,25,31,4.37538745582684,3.53091887946675,0.747298466270465,0.747298466270465,5.31237349641042,5.2631405397874
70,25,31,4.35343151130641,3.47915603354229,0.767937871245124,0.767937871245124,5.50176711257227,5.42448759039408
80,25,31,4.27223834398997,3.43009280214358,0.281280441957279,0.281280441957279,5.70142957170122,5.65439705176803
90,25,31,4.28080917556133,3.41135448781086,1.36354959729142,1.36354959729142,5.39874986586103,5.38762018548791
100,25,31,4.32599207709348,3.44974792907407,0.919157039833237,0.919157039833237,6.05196885124337,6.0423109857599
110,25,31,4.41274002168906,3.52818775697277,0.617098220868343,0.617098220868343,5.66367000901471,5.61325101974138
120,25,31,4.36232974792604,3.45593924424168,0.543713542848863,0.543713542848863,6.07826727147131,6.01552087184926
130,25,31,4.2859624230499,3.40302109396273,0.717188130966861,0.717188130966861,5.7403029096586,5.71733077406918
140,25,31,4.29224823251919,3.41974281114978,0.350355597578542,0.350355597578542,5.30480749165089,5.30065281695149
150,25,31,4.33556090676634,3.47023830171935,0.479491433022417,0.479491433022417,5.57517576173442,5.52232374847789
160,25,31,4.3426120955787,3.46774067992353,0.0670497629832312,0.0670497629832312,5.54477170461422,5.48946616663208
